gvkey,datadate,tic,conm,prccd,cshtrd
170617,2024-01-17,META,META PLATFORMS INC,368.37,12703520.0
170617,2024-01-16,META,META PLATFORMS INC,367.46,15286920.0
170617,2024-01-12,META,META PLATFORMS INC,374.49,19291400.0
170617,2024-01-11,META,META PLATFORMS INC,369.67,17177700.0
170617,2024-01-10,META,META PLATFORMS INC,370.47,22080950.0
170617,2024-01-09,META,META PLATFORMS INC,357.43,13453930.0
170617,2024-01-08,META,META PLATFORMS INC,358.66,13861770.0
170617,2024-01-05,META,META PLATFORMS INC,351.95,13738070.0
170617,2024-01-04,META,META PLATFORMS INC,347.12,12086500.0
170617,2024-01-03,META,META PLATFORMS INC,344.47,15433940.0
170617,2024-01-02,META,META PLATFORMS INC,346.29,19019290.0
170617,2023-12-29,META,META PLATFORMS INC,353.96,14975960.0
170617,2023-12-28,META,META PLATFORMS INC,358.32,11779890.0
170617,2023-12-27,META,META PLATFORMS INC,357.83,13192000.0
170617,2023-12-26,META,META PLATFORMS INC,354.83,9887360.0
170617,2023-12-22,META,META PLATFORMS INC,353.39,11760790.0
170617,2023-12-21,META,META PLATFORMS INC,354.09,15264720.0
170617,2023-12-20,META,META PLATFORMS INC,349.28,16305890.0
170617,2023-12-19,META,META PLATFORMS INC,350.36,17697100.0
170617,2023-12-18,META,META PLATFORMS INC,344.62,18457050.0
170617,2023-12-15,META,META PLATFORMS INC,334.92,31747270.0
170617,2023-12-14,META,META PLATFORMS INC,333.17,19593520.0
